Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s;Spannung U_A / V
474;0;474;41.0791439627878;11.1000961157323;1.1640625
474.999;0;475;41.1655294531525;3.33040220934442;0.388020833333333
476;0;476;41.2519149435172;9.00206777496791;0.388020833333333
476.999;0;477;41.3383004338819;5.00225401565946;0.776041666666667
478;0;478;41.4246859242466;9.99740067582429;1.1640625
478.999;0;479;41.5110714146113;12.2170978284109;0
480;1;480;41.597456904976;7.00903955831836;1.1640625
481;0;481;41.6838423953407;6.65521378321395;0.776041666666667
482;0;482;41.7702278857054;8.00261685571182;1.1640625
483;0;483;41.85661337607;9.99046110773434;1.1640625
483.999;0;484;41.9429988664347;16.0227137990816;1.1640625
484.999;0;485;42.0293843567994;7.75515598776148;1.1640625
486;0;486;42.1157698471641;7.98378732308302;1.1640625
486.999;0;487;42.2021553375288;10.0697957684301;0.776041666666667
487.999;0;488;42.2885408278935;12.2068239919133;1.1640625
488.999;0;489;42.3749263182582;10.0027997836594;1.1640625
490;0;490;42.4613118086229;4.44068614373813;1.1640625
490.999;0;491;42.5476972989876;13.3329111244811;0.388020833333333
492;0;492;42.6340827893523;8.88843854133613;0.776041666666667
493.001;0;493;42.720468279717;2.99699850599624;1.1640625
494;0;494;42.8068537700817;10.0229696395229;1.1640625
495;0;495;42.8932392604464;11.0975092639233;0.776041666666667
496;0;496;42.9796247508111;8.0036576715559;1.1640625
496.999;0;497;43.0660102411758;6.66184497131743;1.1640625
498;0;498;43.1523957315405;12.001851885746;1.1640625
499;0;499;43.2387812219052;5.00697621996728;1.1640625
500.001;0;500;43.3251667122699;8.87167488239209;0.776041666666667
501.002;0;501;43.4115522026346;14.0020639042195;1.1640625
502.001;0;502;43.4979376929993;9.01239023409383;1.1640625
503;0;503;43.584323183364;5.00012050290412;0
503.999;0;504;43.6707086737286;7.76510081929579;1.1640625
504.999;0;505;43.7570941640933;11.0027352799906;0.776041666666667
505.999;0;506;43.843479654458;4.43726199635967;0.776041666666667
506.999;0;507;43.9298651448227;8.01293929437255;1.1640625
507.999;0;508;44.0162506351874;13.9960824965092;0.776041666666667
509.001;0;509;44.1026361255521;8.87750299809922;0.776041666666667
509.999;0;510;44.1890216159168;12.0281952925853;1.1640625
510.999;26;511;44.2754071062815;9.98803211795999;0.388020833333333
512;;;;11.9987473307787;0.776041666666667
513.001;;;;4.43929880387533;0.776041666666667
514;;;;8.00796472171221;1.1640625
515;;;;12.015805590674;0.776041666666667
516;;;;6.66625780285476;1.1640625
516.999;;;;7.77727052691119;1.1640625
517.999;;;;4.43717191966811;1.1640625
519;;;;9.01194533353961;1.1640625
520;;;;2.21879443135849;1.1640625
520.999;;;;7.99431044925327;0.388020833333333
522;;;;14.0308411920242;0.776041666666667
522.999;;;;11.0916588063778;1.1640625
524;;;;5.00871416089713;0.776041666666667
524.999;;;;6.65699700867839;0.776041666666667
526;;;;8.00864453090666;0.776041666666667
526.999;;;;6.65599414982488;1.1640625
527.999;;;;15.0223156498979;1.1640625
528.999;;;;13.3106076891387;1.1640625
529.999;;;;14.0228979901281;1.1640625
531;;;;15.527120222721;1.1640625
532;;;;5.53755849046156;1.1640625
532.999;;;;4.01633685177829;0.776041666666667
533.999;;;;10.0023005291217;1.1640625
535;;;;8.88753205899455;1.1640625
535.999;;;;11.0913389508747;1.1640625
536.999;;;;9.99470380645296;1.1640625
537.999;;;;4.99792735952401;1.1640625
538.999;;;;7.00729529513176;1.1640625
539.999;;;;10.0151830174545;1.1640625
540.999;;;;7.76577878668804;1.1640625
541.999;;;;9.99546539053449;1.1640625
543;;;;7.00430204231439;1.1640625
544;;;;4.44270635899;1.1640625
545;;;;6.66449108057836;1.1640625
545.999;;;;9.99986555736306;1.1640625
546.999;;;;12.0186962839393;1.1640625
548;;;;15.5279416992338;1.1640625
549;;;;9.99290903175107;0.776041666666667
550;;;;13.0182763581792;1.1640625
551;;;;6.66183239695727;1.1640625
551.999;;;;7.00438544572757;1.1640625
552.999;;;;11.1041525088722;1.1640625
553.999;;;;7.77679617328302;1.1640625
555;;;;10.0137157865128;1.1640625
556;;;;5.54165646540072;1.1640625
556.999;;;;7.01126429721991;1.1640625
558;;;;11.1039774225048;1.1640625
559;;;;12.2201271493121;1.1640625
560;;;;8.99334582342525;1.1640625
560.999;;;;8.00468754502637;1.1640625
562;;;;14.9914758468335;1.1640625
563;;;;4.0090074379115;1.1640625
563.999;;;;12.1971300153074;1.1640625
564.999;;;;7.00183307990032;1.1640625
565.999;;;;6.00791723333008;1.1640625
566.999;;;;9.98319606253873;1.1640625
568;;;;5.0006115747956;1.1640625
568.999;;;;5.00126281886176;1.1640625
570.001;;;;14.4397114279208;1.1640625
570.999;;;;14.0373449525117;1.1640625
572;;;;7.76538422455539;1.1640625
573;;;;12.2095703940561;1.1640625
574;;;;10.0136957316522;1.1640625
575;;;;7.76305643509137;1.1640625
576.001;;;;5.01278108793992;0.388020833333333
577.001;;;;9.9712893342436;1.1640625
578;;;;11.091418913021;1.1640625
579;;;;8.03514814854619;1.1640625
580.001;;;;8.87551152069131;1.1640625
581;;;;6.64868419215495;1.1640625
582;;;;12.0138772295879;1.1640625
583.001;;;;12.000548425063;1.1640625
584;;;;14.0320323233878;0.776041666666667
585;;;;3.99580600202028;1.1640625
585.999;;;;15.5289527340829;1.1640625
587;;;;5.5544094957296;1.1640625
588;;;;10.0174273183057;0.776041666666667
589;;;;6.98759631777632;1.1640625
590;;;;5.54084952526555;1.1640625
591.001;;;;15.0043017333069;0.776041666666667
592.001;;;;5.00123280388616;1.1640625
593.001;;;;11.1049700626665;1.1640625
594;;;;12.2168183162537;1.1640625
595;;;;9.00129078509858;1.1640625
596.001;;;;10.0260255571412;1.1640625
597;;;;7.77498483044924;1.1640625
598;;;;11.0902786388147;1.1640625
599;;;;8.00529710509444;1.1640625
600;;;;7.76770651474216;1.1640625
