Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s;Spannung U_A / V
203;86;203;17.6686760739554;9.99993888926234;0.776041666666667
203.999;66;204;17.7550615643201;19.9736857786359;1.1640625
205;27;205;17.8414470546847;10.9857207601559;0.776041666666667
206;17;206;17.9278325450494;12.0174601678779;1.1640625
207;7;207;18.0142180354141;13.00014690166;1.1640625
208;4;208;18.1006035257788;12.1984528591344;1.1640625
208.999;8;209;18.1869890161435;19.9674508365308;1.1640625
210;4;210;18.2733745065082;10.0261994618137;1.1640625
211;3;211;18.3597599968729;8.99110869261388;1.1640625
212.001;1;212;18.4461454872376;14.0345418143134;0.776041666666667
213;2;213;18.5325309776023;15.4926416591822;1.1640625
213.999;5;214;18.618916467967;13.0351845701919;1.1640625
215;15;215;18.7053019583317;19.9651940117728;1.1640625
216;13;216;18.7916874486964;23.0334491748918;1.1640625
217.001;30;217;18.8780729390611;15.5373578567591;1.1640625
218.001;40;218;18.9644584294258;17.0207636295517;1.1640625
219;43;219;19.0508439197905;23.2857992551205;1.1640625
220;78;220;19.1372294101552;27.0120798020875;1.1640625
220.999;70;221;19.2236149005199;24.0282379852803;1.1640625
222;68;222;19.3100003908846;14.4443754324285;1.1640625
223.001;55;223;19.3963858812493;19.97101539965;1.1640625
224.001;53;224;19.482771371614;21.0023480625134;1.1640625
225;39;225;19.5691568619787;19.0230654668786;1.1640625
226;26;226;19.6555423523434;16.6384958444802;1.1640625
227;29;227;19.7419278427081;17.0266893355335;1.1640625
228;6;228;19.8283133330727;17.7465596075881;1.1640625
229;5;229;19.9146988234374;20.0270244668155;1.1640625
230;3;230;20.0010843138021;13.3100156647793;1.1640625
231.001;2;231;20.0874698041668;17.9848639385093;1.1640625
232;0;232;20.1738552945315;17.0157106056022;0.388020833333333
233.002;0;233;20.2602407848962;20.986881100624;1.1640625
234;0;234;20.3466262752609;22.042659158269;1.1640625
235;1;235;20.4330117656256;19.9849557694069;1.1640625
236;0;236;20.5193972559903;19.9652294437443;1.1640625
237.001;1;237;20.605782746355;20.0473257218315;1.1640625
238.001;0;238;20.6921682367197;16.6481465285507;1.1640625
239.001;0;239;20.7785537270844;21.9799960056353;0.776041666666667
240;0;240;20.8649392174491;21.0385679026792;1.1640625
241.001;1;241;20.9513247078138;15.5140399845569;1.1640625
242;1;242;21.0377101981785;22.0323986422034;1.1640625
243;0;243;21.1240956885432;24.9940689074483;1.1640625
243.999;0;244;21.2104811789079;21.0269670852869;1.1640625
245.001;1;245;21.2968666692726;23.305917805355;1.1640625
246;0;246;21.3832521596373;16.6584170483573;1.1640625
247.001;1;247;21.469637650002;14.0062467860666;0.776041666666667
248;0;248;21.5560231403667;13.0099721436481;0.776041666666667
