Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s
239;0;239;20,7785537270844;30,0075228859875
240;1;240;20,8649392174491;48,0482692913301
241;0;241;20,9513247078138;27,6611491525675
241,999;0;242;21,0377101981785;46,1372074412094
242,999;3;243;21,1240956885432;36,0302221503397
244;0;244;21,2104811789079;42,1960091236655
245;2;245;21,2968666692726;48,8667468229396
246;1;246;21,3832521596373;26,0506842112013
247;0;247;21,469637650002;43,9557146175228
248;2;248;21,5560231403667;43,2726458515624
249,001;1;249;21,6424086307313;53,053785928174
250,001;1;250;21,728794121096;35,0136518228457
251;0;251;21,8151796114607;42,2113035650334
252;1;252;21,9015651018254;41,0469084069274
252,999;1;253;21,9879505921901;49,9607086782195
254;1;254;22,0743360825548;28,9898854289738
255;0;255;22,1607215729195;28,8813059415622
256;0;256;22,2471070632842;55,5391714999631
256,999;0;257;22,3334925536489;37,9678260641932
258;0;258;22,4198780440136;47,0491098608728
259,001;1;259;22,5062635343783;35,554022782129
260;0;260;22,592649024743;38,8813415884717
261;2;261;22,6790345151077;33,2992349167786
262;2;262;22,7654200054724;35,5515461311863
262,999;0;263;22,8518054958371;42,06965051339
264,001;0;264;22,9381909862018;25,5361565886004
265;0;265;23,0245764765665;59,9025717948963
266,001;1;266;23,1109619669312;45,028403917191
267,001;0;267;23,1973474572959;56,01500642022
268,001;0;268;23,2837329476606;36,0105907147292
269;0;269;23,3701184380253;37,7683105212738
269,999;0;270;23,4565039283899;50,0564987701619
271;0;271;23,5428894187546;38,9974144714205
271,999;0;272;23,6292749091193;32,1934913197466
273;0;273;23,715660399484;41,0367525155529
273,999;0;274;23,8020458898487;41,0679345773779
275;1;275;23,8884313802134;42,188082688198
276;2;276;23,9748168705781;34,0501729298121
277;1;277;24,0612023609428;44,3754652490185
278;0;278;24,1475878513075;46,0196595985805
279;1;279;24,2339733416722;29,0313189869231
280;0;280;24,3203588320369;42,1540778135434
280,999;0;281;24,4067443224016;30,0123320672464
281,999;0;282;24,4931298127663;47,744229499183
283;0;283;24,579515303131;56,6267762487315
284;0;284;24,6659007934957;38,8474645425317
284,999;0;285;24,7522862838604;44,0721902476256
286;0;286;24,8386717742251;31,0951178554941
287;0;287;24,9250572645898;52,2195010060031
288;0;288;25,0114427549545;51,9865770658016
289;1;289;25,0978282453192;33,9970966479463
289,999;0;290;25,1842137356839;40,0336002006484
291;0;291;25,2705992260486;37,9942210789739
292;0;292;25,3569847164132;44,3689974292603
293;0;293;25,4433702067779;48,0837859971
294;1;294;25,5297556971426;35,5243375571401
295;0;295;25,6161411875073;48,8702638883181
296;0;296;25,702526677872;45,9732251936472
297;0;297;25,7889121682367;39,0381832470339
298;0;298;25,8752976586014;33,9986230557662
299;0;299;25,9616831489661;56,0881874571389
300;0;300;26,0480686393308;35,4958909069289
;0;301;26,1344541296955;
;0;302;26,2208396200602;
;0;303;26,3072251104249;
;0;304;26,3936106007896;
;1;305;26,4799960911543;
;0;306;26,566381581519;
;0;307;26,6527670718837;
;0;308;26,7391525622484;
;1;309;26,8255380526131;
;0;310;26,9119235429778;
;0;311;26,9983090333425;
;0;312;27,0846945237071;
;0;313;27,1710800140718;
;0;314;27,2574655044365;
;0;315;27,3438509948012;
;0;316;27,4302364851659;
;0;317;27,5166219755306;
;0;318;27,6030074658953;
;1;319;27,68939295626;
;0;320;27,7757784466247;
;0;321;27,8621639369894;
;0;322;27,9485494273541;
;0;323;28,0349349177188;
;0;324;28,1213204080835;
;0;325;28,2077058984482;
;0;326;28,2940913888129;
;0;327;28,3804768791776;
;0;328;28,4668623695423;
;0;329;28,553247859907;
;0;330;28,6396333502717;
;0;331;28,7260188406364;
;0;332;28,8124043310011;
;0;333;28,8987898213658;
;0;334;28,9851753117305;
;0;335;29,0715608020951;
;0;336;29,1579462924598;
;0;337;29,2443317828245;
;0;338;29,3307172731892;
;0;339;29,4171027635539;
;0;340;29,5034882539186;
;0;341;29,5898737442833;
;0;342;29,676259234648;
;0;343;29,7626447250127;
;0;344;29,8490302153774;
;0;345;29,9354157057421;
;0;346;30,0218011961068;
;0;347;30,1081866864715;
;0;348;30,1945721768362;
;0;349;30,2809576672009;
;0;350;30,3673431575656;
;0;351;30,4537286479303;
;0;352;30,540114138295;
;0;353;30,6264996286597;
;0;354;30,7128851190244;
;0;355;30,799270609389;
;0;356;30,8856560997537;
;0;357;30,9720415901184;
;0;358;31,0584270804831;
;0;359;31,1448125708478;
;0;360;31,2311980612125;
;0;361;31,3175835515772;
;0;362;31,4039690419419;
;0;363;31,4903545323066;
;0;364;31,5767400226713;
;0;365;31,663125513036;
;0;366;31,7495110034007;
;0;367;31,8358964937654;
;0;368;31,9222819841301;
;0;369;32,0086674744948;
;0;370;32,0950529648595;
;0;371;32,1814384552242;
;0;372;32,2678239455889;
;0;373;32,3542094359536;
;0;374;32,4405949263183;
;0;375;32,526980416683;
;0;376;32,6133659070477;
;1;377;32,6997513974123;
;0;378;32,786136887777;
;0;379;32,8725223781417;
;0;380;32,9589078685064;
;0;381;33,0452933588711;
;0;382;33,1316788492358;
;0;383;33,2180643396005;
;0;384;33,3044498299652;
;0;385;33,3908353203299;
;0;386;33,4772208106946;
;0;387;33,5636063010593;
;0;388;33,649991791424;
;0;389;33,7363772817887;
;0;390;33,8227627721534;
;0;391;33,9091482625181;
;0;392;33,9955337528828;
;0;393;34,0819192432475;
;0;394;34,1683047336122;
;0;395;34,2546902239769;
;0;396;34,3410757143416;
;0;397;34,4274612047063;
;0;398;34,513846695071;
;0;399;34,6002321854356;
;0;400;34,6866176758003;
;0;401;34,773003166165;
;0;402;34,8593886565297;
;0;403;34,9457741468944;
;0;404;35,0321596372591;
;0;405;35,1185451276238;
;0;406;35,2049306179885;
;0;407;35,2913161083532;
;0;408;35,3777015987179;
;0;409;35,4640870890826;
;0;410;35,5504725794473;
;0;411;35,636858069812;
;0;412;35,7232435601767;
;0;413;35,8096290505414;
;1;414;35,8960145409061;
;0;415;35,9824000312708;
;0;416;36,0687855216355;
;0;417;36,1551710120002;
;0;418;36,2415565023649;
;0;419;36,3279419927295;
;0;420;36,4143274830942;
;0;421;36,5007129734589;
;0;422;36,5870984638236;
;0;423;36,6734839541883;
;0;424;36,759869444553;
;0;425;36,8462549349177;
;0;426;36,9326404252824;
;0;427;37,0190259156471;
;0;428;37,1054114060118;
;0;429;37,1917968963765;
;0;430;37,2781823867412;
;0;431;37,3645678771059;
;0;432;37,4509533674706;
;0;433;37,5373388578353;
;0;434;37,6237243482;
;0;435;37,7101098385647;
;0;436;37,7964953289294;
;0;437;37,8828808192941;
;0;438;37,9692663096588;
;0;439;38,0556518000235;
;0;440;38,1420372903882;
;0;441;38,2284227807528;
