Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s;Spannung U_A / V
479;0;479;41.5110714146113;6.65472734639309;1.1640625
480;1;480;41.597456904976;3.00143618721558;0.776041666666667
481;0;481;41.6838423953407;7.00849710188633;0
482.001;0;482;41.7702278857054;4.43579759633;1.1640625
483;0;483;41.85661337607;4.00398957521274;1.1640625
484;0;484;41.9429988664347;4.43571397363012;1.1640625
485;0;485;42.0293843567994;0;1.1640625
486;0;486;42.1157698471641;11.0061689577008;1.1640625
487;0;487;42.2021553375288;6.66361399105721;1.1640625
488;0;488;42.2885408278935;2.221951391036;0
489;0;489;42.3749263182582;6.9986345663961;1.1640625
489.999;0;490;42.4613118086229;3.33021329350102;0.388020833333333
491;0;491;42.5476972989876;5.01211277293836;0.776041666666667
491.999;0;492;42.6340827893523;3.33303076820693;0.388020833333333
493;1;493;42.720468279717;3.33120728281861;0.388020833333333
494;0;494;42.8068537700817;4.00032962716128;1.1640625
495;0;495;42.8932392604464;7.00967545503058;0.776041666666667
496;0;496;42.9796247508111;5.55524384465094;0.388020833333333
497;0;497;43.0660102411758;3.32755558764798;1.1640625
498;0;498;43.1523957315405;4.00645199028516;1.1640625
499;0;499;43.2387812219052;7.77718757565398;1.1640625
500;0;500;43.3251667122699;6.65422843500421;0.776041666666667
501;0;501;43.4115522026346;2.00138015175265;1.1640625
502;0;502;43.4979376929993;4.44201515571151;1.1640625
503;0;503;43.584323183364;5.00323609310502;0
504;0;504;43.6707086737286;3.32841467608978;0
505;0;505;43.7570941640933;5.00441890189037;0.776041666666667
506.001;0;506;43.843479654458;5.00248973914317;1.1640625
507;0;507;43.9298651448227;5.55537963520044;0.776041666666667
508;0;508;44.0162506351874;4.43802951933145;0.388020833333333
509;0;509;44.1026361255521;7.01011489478168;0.388020833333333
510;0;510;44.1890216159168;5.98996740359572;0
511;12;511;44.2754071062815;6.0139614114166;0.388020833333333
511.999;;;;4.43817035095831;0.388020833333333
513;;;;3.33133601231972;0.388020833333333
514.001;;;;3.99608862845047;0
515;;;;3.00246682674485;1.1640625
516;;;;2.00018401692956;1.1640625
517;;;;6.00013800317407;1.1640625
518;;;;1.1109849525976;1.1640625
518.999;;;;2.00089379926013;1.1640625
520;;;;2.2216006677243;1.1640625
521;;;;5.00643477061067;1.1640625
522;;;;5.00066058726358;1.1640625
523;;;;7.77768098885881;1.1640625
524;;;;2.21668273207477;1.1640625
525;;;;4.00905364584842;0.776041666666667
526.001;;;;3.32796938623148;0.776041666666667
527;;;;2.21952328191142;1.1640625
528;;;;4.00664903407204;1.1640625
529;;;;2.22025088612988;0
530;;;;3.00482845885053;0
531;;;;3.33028279429376;1.1640625
532;;;;7.77687652419836;0.776041666666667
533.001;;;;3.99689640993768;1.1640625
534;;;;5.01094390148083;0.776041666666667
535;;;;6.9951390778548;1.1640625
535.999;;;;3.33331703711671;1.1640625
537;;;;3.3316549196216;0.776041666666667
538;;;;2.22159869352224;0.388020833333333
538.999;;;;7.77727657550958;1.1640625
540;;;;3.00037594710617;1.1640625
541;;;;5.00761558177677;1.1640625
542;;;;3.32738655414185;1.1640625
543;;;;2.00028283999358;1.1640625
544;;;;7.97944813338765;1.1640625
544.999;;;;9.02207973573727;1.1640625
546;;;;8.0023478888706;0.776041666666667
547;;;;5.00672302768157;1.1640625
548;;;;2.21847300284741;1.1640625
549.001;;;;4.44302218367654;1.1640625
550;;;;8.88163653923035;1.1640625
551.001;;;;4.00341891975747;0.776041666666667
552;;;;6.00137731609404;0.388020833333333
553;;;;4.00024641517918;0.776041666666667
554;;;;1.11111074074086;0.776041666666667
555;;;;1.10938047756611;0
556;;;;6.00849781846466;0.776041666666667
557;;;;1.11024832480182;0.388020833333333
558;;;;4.9933289125728;1.1640625
559;;;;3.99872960360494;1.1640625
559.999;;;;10.0253440698085;1.1640625
561;;;;3.32733156659421;0.776041666666667
562;;;;4.00090340398862;0
562.999;;;;2.0010429435822;0.776041666666667
564;;;;8.88127073221637;0.776041666666667
565;;;;7.99455650647474;1.1640625
565.999;;;;4.0091906686889;1.1640625
567;;;;3.32800556620024;1.1640625
568;;;;0;1.1640625
569;;;;1.10962039775231;0
570;;;;6.00918503933262;1.1640625
571;;;;2.0014610665786;1.1640625
572;;;;1.10995108889532;1.1640625
573;;;;5.54617204869051;1.1640625
574;;;;3.0031058120308;1.1640625
575.001;;;;4.44304587233819;0.388020833333333
576;;;;5.0000220000968;0.388020833333333
577;;;;2.99993790128544;1.1640625
578;;;;3.3310204947698;1.1640625
579;;;;7.00397335408377;1.1640625
580;;;;4.44132268807503;1.1640625
581;;;;1.10948017525349;1.1640625
582;;;;5.00345088007199;0.776041666666667
583;;;;4.99988050285598;1.1640625
584;;;;3.99683770201017;0.776041666666667
584.999;;;;4.00967775823728;0
586;;;;3.32682052768031;0.776041666666667
587;;;;3.00104436343848;0
588;;;;3.3324987275409;0.388020833333333
589;;;;9.00209928955432;1.1640625
589.999;;;;8.00326132899156;1.1640625
591;;;;7.00599853594648;1.1640625
592;;;;4.43807580566332;1.1640625
593;;;;6.66359622960398;1.1640625
593.999;;;;3.00116895530809;1.1640625
595;;;;5.5554018561042;0.776041666666667
596;;;;3.33292079180421;0.776041666666667
596.999;;;;6.00832573697372;0.776041666666667
598;;;;1.11109456814754;1.1640625
598.999;;;;4.43684363830939;1.1640625
600;;;;9.00449234122904;1.1640625
