wert,wert,wert,wert
s,t,U,I
393,47.21502536,-0.216,-0.024440825
394,47.3354854,-0.214,-0.024447113
395,47.45591588,-0.212,-0.02445212
396,47.57635828,-0.21,-0.02445513
397,47.69679216,-0.208,-0.024439543
398,47.8172478,-0.206,-0.024429291
399,47.93769056,-0.204,-0.024436653
400,48.05815512,-0.202,-0.024432629
401,48.17860368,-0.2,-0.024421871
402,48.29902678,-0.198,-0.024406061
403,48.41948018,-0.196,-0.024426103
404,48.5399182,-0.194,-0.024431542
405,48.66037446,-0.192,-0.024439648
406,48.78082194,-0.19,-0.024432629
407,48.90128486,-0.188,-0.024403527
408,49.02172092,-0.186,-0.024392813
409,49.14216418,-0.184,-0.024394348
410,49.26258608,-0.182,-0.024381235
411,49.38303506,-0.18,-0.024387032
412,49.5034726,-0.178,-0.024404526
413,49.62394982,-0.176,-0.024409235
414,49.74439298,-0.174,-0.024389982
415,49.86483498,-0.172,-0.02437982
416,49.98529504,-0.17,-0.024395227
417,50.1057269,-0.168,-0.024406314
418,50.22618732,-0.166,-0.024414912
419,50.34663302,-0.164,-0.024423823
420,50.46708438,-0.162,-0.024421617
421,50.58751192,-0.16,-0.024418071
422,50.70799298,-0.158,-0.024419233
423,50.82843424,-0.156,-0.024424583
424,50.9489003,-0.154,-0.024411872
425,51.06932858,-0.152,-0.024412498
426,51.18978624,-0.15,-0.024411067
427,51.310228,-0.148,-0.024398655
428,51.43067012,-0.146,-0.024399519
429,51.55112674,-0.144,-0.024416357
430,51.67155982,-0.142,-0.024423406
431,51.79201218,-0.14,-0.02442269
432,51.91245096,-0.138,-0.024417818
433,52.03289982,-0.136,-0.02440694
434,52.15333596,-0.134,-0.024420813
435,52.27378458,-0.132,-0.024396554
436,52.39423336,-0.13,-0.024395347
437,52.51469142,-0.128,-0.024395093
438,52.6351296,-0.126,-0.02440536
439,52.7555811,-0.124,-0.02439478
440,52.87601416,-0.122,-0.024397478
441,52.996482,-0.12,-0.024379775
442,53.11694594,-0.118,-0.024381861
443,53.23738128,-0.116,-0.024366587
444,53.35784458,-0.114,-0.024371654
445,53.47826666,-0.112,-0.024369091
446,53.59871538,-0.11,-0.024375603
447,53.7191453,-0.108,-0.024378359
448,53.83960438,-0.106,-0.024361297
449,53.96002806,-0.104,-0.024343938
450,54.08049254,-0.102,-0.024340644
451,54.20094622,-0.1,-0.024341971
452,54.32139356,-0.098,-0.024341181
453,54.44184424,-0.096,-0.024352595
454,54.56230466,-0.094,-0.02434656
455,54.68274348,-0.092,-0.024349555
456,54.80317856,-0.09,-0.024342373
457,54.92364468,-0.088,-0.024342105
458,55.04409572,-0.086,-0.024343386
459,55.16453962,-0.084,-0.024364546
460,55.28497578,-0.082,-0.024354458
461,55.40544076,-0.08,-0.024352357
462,55.52587172,-0.078,-0.024334207
463,55.64631626,-0.076,-0.024324581
464,55.76676784,-0.074,-0.024312422
465,55.88722684,-0.072,-0.024322048
466,56.00766918,-0.07,-0.024307445
467,56.12813,-0.068,-0.024299905
468,56.24857996,-0.066,-0.024308905
469,56.36902074,-0.064,-0.024327919
470,56.48948344,-0.062,-0.024352208
471,56.60992056,-0.06,-0.024351999
472,56.73037166,-0.058,-0.024360642
473,56.85081058,-0.056,-0.024363518
474,56.97127768,-0.054,-0.024362713
475,57.09172348,-0.052,-0.024349183
476,57.21219232,-0.05,-0.024322465
477,57.33261658,-0.048,-0.024330661
478,57.45308044,-0.046,-0.024336919
479,57.5735109,-0.044,-0.024363801
480,57.69395214,-0.042,-0.024361551
481,57.81438208,-0.04,-0.024385691
482,57.9348231,-0.038,-0.024391145
483,58.05526074,-0.036,-0.024394304
484,58.17569534,-0.034,-0.024374738
485,58.2961537,-0.032,-0.024386525
486,58.41658626,-0.03,-0.024369344
487,58.53702638,-0.028,-0.024387136
488,58.65745926,-0.026,-0.024397656
489,58.77789912,-0.024,-0.024385676
490,58.89837172,-0.022,-0.024388239
491,59.0188194,-0.02,-0.024376735
492,59.13926488,-0.018,-0.024371311
493,59.25972014,-0.016,-0.02436246
494,59.3801617,-0.014,-0.024387136
495,59.50062098,-0.012,-0.024380609
496,59.62104452,-0.01,-0.024383843
497,59.74147984,-0.008,-0.024373129
498,59.86193106,-0.006,-0.024384469
499,59.98235634,-0.004,-0.024382651
500,60.10281026,-0.002,-0.024381489
501,60.22323716,0,-0.024379447
502,60.34400424,0.002,-0.02438198
503,60.46445942,0.004,-0.024389639
504,60.58491608,0.006,-0.024392366
505,60.70536146,0.008,-0.024378851
506,60.82581464,0.01,-0.024377093
507,60.94626854,0.012,-0.024373353
508,61.06672906,0.014,-0.024370059
509,61.18716564,0.016,-0.024361342
510,61.30761238,0.018,-0.024361268
511,61.42807474,0.02,-0.024364173
512,61.54852408,0.022,-0.024346352
513,61.66897348,0.024,-0.024351627
514,61.78942162,0.026,-0.024352342
515,61.90986674,0.028,-0.024336427
516,62.030306,0.03,-0.024332434
517,62.1507564,0.032,-0.02435185
518,62.27120198,0.034,-0.024352178
519,62.39165912,0.036,-0.024329886
520,62.51211098,0.038,-0.024321452
521,62.632578,0.04,-0.024309501
522,62.75300472,0.042,-0.024311885
523,62.87345622,0.044,-0.02431801
524,62.99391434,0.046,-0.024322659
525,63.11435862,0.048,-0.024307027
526,63.2348116,0.05,-0.024319306
527,63.3552453,0.052,-0.024339676
528,63.47570966,0.054,-0.024319828
529,63.59614894,0.056,-0.024315298
530,63.71661508,0.058,-0.024297416
531,63.8370485,0.06,-0.024334252
532,63.95751994,0.062,-0.024330348
533,64.0779484,0.064,-0.024345353
534,64.1984176,0.066,-0.024341762
535,64.3188565,0.068,-0.024349898
536,64.4393067,0.07,-0.024341479
537,64.55974248,0.072,-0.024350807
538,64.68018278,0.074,-0.02433309
539,64.8006284,0.076,-0.024342254
540,64.92108074,0.078,-0.024325579
541,65.04153334,0.08,-0.024330035
542,65.16196042,0.082,-0.024322182
543,65.28241002,0.084,-0.024335518
544,65.40285306,0.086,-0.024347857
545,65.52331862,0.088,-0.024358049
546,65.643743,0.09,-0.024348259
547,65.76419144,0.092,-0.024342418
548,65.8846349,0.094,-0.024353296
549,66.0050821,0.096,-0.024333507
550,66.12553514,0.098,-0.024339169
551,66.24596368,0.1,-0.024326593
552,66.3664287,0.102,-0.024322867
553,66.4868597,0.104,-0.024330467
554,66.60730148,0.106,-0.024299651
555,66.72774222,0.108,-0.024308503
556,66.84819092,0.11,-0.024309874
557,66.96864042,0.112,-0.024328589
558,67.08911112,0.114,-0.024312422
559,67.20955232,0.116,-0.024315089
560,67.33000214,0.118,-0.024301425
561,67.45044506,0.12,-0.024304882
562,67.57090278,0.122,-0.024291158
563,67.69134562,0.124,-0.024301633
564,67.81178926,0.126,-0.024296999
565,67.9322502,0.128,-0.024294525
566,68.05269882,0.13,-0.024289921
567,68.17316154,0.132,-0.02429007
568,68.29361698,0.134,-0.024275035
569,68.41407692,0.136,-0.024266124
570,68.53452094,0.138,-0.024247184
571,68.65496406,0.14,-0.024249226
572,68.77539004,0.142,-0.024255067
573,68.89585748,0.144,-0.024249971
574,69.01628738,0.146,-0.0242659
575,69.13674036,0.148,-0.024274036
576,69.25717976,0.15,-0.024282813
577,69.3776463,0.152,-0.024262905
578,69.49809932,0.154,-0.024266079
579,69.61853234,0.156,-0.024270356
580,69.73898222,0.158,-0.024282083
581,69.85942212,0.16,-0.024289861
582,69.97989092,0.162,-0.024297133
583,70.10032692,0.164,-0.02428624
584,70.22078204,0.166,-0.024279609
585,70.3412187,0.168,-0.024295092
586,70.4616897,0.17,-0.024287209
587,70.58211582,0.172,-0.024278671
588,70.70257292,0.174,-0.024292529
589,70.82299882,0.176,-0.024307087
590,70.94344298,0.178,-0.024291947
591,71.06388486,0.18,-0.02429609
592,71.18431042,0.182,-0.024292216
593,71.3047636,0.184,-0.02430734
594,71.42521084,0.186,-0.024299115
595,71.54564982,0.188,-0.024295092
596,71.6660817,0.19,-0.024300277
597,71.78653568,0.192,-0.024309039
598,71.9069966,0.194,-0.024312243
599,72.02743748,0.196,-0.024305537
600,72.14788636,0.198,-0.024320662
601,72.26834644,0.2,-0.024336249
602,72.38879326,0.202,-0.024377108
603,72.50926618,0.204,-0.024354562
604,72.62971644,0.206,-0.024358392
605,72.75018376,0.208,-0.024363726
606,72.87064352,0.21,-0.024374649
607,72.99106956,0.212,-0.024368986
608,73.1115167,0.214,-0.024366766
609,73.23194136,0.216,-0.02435565
610,73.35239292,0.218,-0.024361551
611,73.47283792,0.22,-0.024371475
