t / s;T_1 / °C;T_2 / °C;T_3 / °C;T_4 / °C;&DT / °C
1875;6,7;38;5,7;36,5;-31,3
1876;6,6;38;5,7;36,5;-31,4
1877;6,6;38;5,7;36,4;-31,4
1878;6,6;38;5,7;36,4;-31,4
1879;6,6;38;5,7;36,4;-31,4
1880;6,6;38,1;5,7;36,4;-31,5
1881;6,6;38,1;5,7;36,4;-31,5
1882;6,6;38,1;5,7;36,4;-31,5
1883;6,6;38,1;5,7;36,3;-31,5
1884;6,6;38,1;5,7;36,3;-31,5
1885;6,6;38,1;5,7;36,3;-31,5
1886;6,6;38,1;5,7;36,3;-31,5
1887;6,6;38,1;5,7;36,3;-31,5
1888;6,6;38,1;5,6;36,3;-31,5
1889;6,6;38,1;5,6;36,3;-31,5
1890;6,6;38,1;5,6;36,3;-31,5
1891;6,6;38,1;5,6;36,3;-31,5
1892;6,6;38,1;5,6;36,3;-31,5
1893;6,6;38,1;5,6;36,3;-31,5
1894;6,6;38,1;5,7;36,3;-31,5
1895;6,5;38,1;5,7;36,3;-31,6
1896;6,5;38,1;5,7;36,3;-31,6
1897;6,5;38,2;5,7;36,3;-31,7
1898;6,5;38,3;5,7;36,3;-31,8
1899;6,5;38,2;5,7;36,4;-31,7
1900;6,5;38,3;5,7;36,4;-31,8
1901;6,5;38,2;5,7;36,4;-31,7
1902;6,5;38,2;5,7;36,4;-31,7
1903;6,5;38,2;5,7;36,4;-31,7
1904;6,5;38,2;5,7;36,4;-31,7
1905;6,4;38,2;5,7;36,4;-31,8
1906;6,4;38,3;5,7;36,4;-31,9
1907;6,4;38,3;5,7;36,4;-31,9
1908;6,3;38,3;5,7;36,4;-32
1909;6,3;38,3;5,7;36,4;-32
1910;6,2;38,3;5,7;36,4;-32,1
1911;6,2;38,3;5,7;36,4;-32,1
1912;6,3;38,3;5,7;36,4;-32
1913;6,4;38,3;5,7;36,4;-31,9
1914;6,4;38,3;5,7;36,4;-31,9
1915;6,4;38,3;5,7;36,4;-31,9
1916;6,3;38,3;5,7;36,4;-32
1917;6,3;38,3;5,7;36,4;-32
1918;6,4;38,3;5,7;36,4;-31,9
1919;6,4;38,3;5,7;36,4;-31,9
1920;6,4;38,3;5,7;36,4;-31,9
1921;6,4;38,3;5,7;36,4;-31,9
1922;6,4;38,3;5,7;36,4;-31,9
1923;6,4;38,3;5,7;36,4;-31,9
1924;6,4;38,3;5,7;36,4;-31,9
1925;6,4;38,3;5,7;36,5;-31,9
1926;6,4;38,3;5,7;36,5;-31,9
1927;6,4;38,3;5,7;36,5;-31,9
1928;6,4;38,3;5,7;36,5;-31,9
1929;6,3;38,4;5,7;36,5;-32,1
1930;6,3;38,4;5,7;36,5;-32,1
1931;6,3;38,4;5,7;36,5;-32,1
1932;6,3;38,4;5,7;36,5;-32,1
1933;6,3;38,4;5,7;36,5;-32,1
1934;6,3;38,4;5,7;36,5;-32,1
1935;6,3;38,5;5,8;36,5;-32,2
1936;6,2;38,5;5,8;36,5;-32,3
1937;6,3;38,5;5,8;36,6;-32,2
1938;6,3;38,5;5,8;36,6;-32,2
1939;6,2;38,5;5,8;36,6;-32,3
1940;6,2;38,6;5,8;36,6;-32,4
1941;6,2;38,5;5,8;36,6;-32,3
1942;6,2;38,5;5,8;36,6;-32,3
1943;6,3;38,5;5,8;36,6;-32,2
1944;6,3;38,5;5,8;36,6;-32,2
1945;6,3;38,7;5,9;36,6;-32,4
1946;6,3;38,7;5,9;36,6;-32,4
1947;6,3;38,6;5,9;36,6;-32,3
1948;6,4;38,5;5,9;36,6;-32,1
1949;6,4;38,5;5,9;36,6;-32,1
1950;6,4;38,6;5,9;36,6;-32,2
1951;6,4;38,6;5,9;36,6;-32,2
1952;6,4;38,6;5,9;36,6;-32,2
1953;6,4;38,5;5,9;36,6;-32,1
1954;6,4;38,5;5,9;36,6;-32,1
1955;6,4;38,5;5,9;36,6;-32,1
1956;6,4;38,5;5,9;36,6;-32,1
1957;6,4;38,5;5,9;36,6;-32,1
1958;6,4;38,5;5,9;36,6;-32,1
1959;6,4;38,5;5,9;36,6;-32,1
1960;6,4;38,6;5,9;36,6;-32,2
1961;6,4;38,6;5,9;36,6;-32,2
1962;6,4;38,6;5,9;36,6;-32,2
1963;6,4;38,6;5,9;36,6;-32,2
1964;6,4;38,6;5,9;36,6;-32,2
1965;6,4;38,6;5,9;36,6;-32,2
1966;6,4;38,6;5,9;36,6;-32,2
1967;6,4;38,6;5,9;36,6;-32,2
1968;6,4;38,6;5,9;36,6;-32,2
1969;6,4;38,6;5,9;36,6;-32,2
1970;6,4;38,6;5,9;36,6;-32,2
1971;6,4;38,6;5,9;36,6;-32,2
1972;6,4;38,6;5,9;36,6;-32,2
1973;6,4;38,6;5,9;36,6;-32,2
1974;6,4;38,6;5,9;36,6;-32,2
1975;6,4;38,6;5,9;36,6;-32,2
1976;6,4;38,6;6;36,7;-32,2
1977;6,4;38,6;6;36,7;-32,2
1978;6,4;38,6;6;36,7;-32,2
1979;6,4;38,6;6;36,7;-32,2
1980;6,4;38,6;6;36,7;-32,2
1981;6,4;38,6;6;36,7;-32,2
1982;6,4;38,6;6;36,7;-32,2
1983;6,4;38,6;6;36,7;-32,2
1984;6,4;38,6;6;36,7;-32,2
1985;6,4;38,6;6;36,7;-32,2
1986;6,4;38,6;6;36,7;-32,2
1987;6,5;38,6;6;36,7;-32,1
1988;6,5;38,6;6;36,7;-32,1
1989;6,5;38,6;6;36,8;-32,1
1990;6,5;38,5;6;36,8;-32
1991;6,5;38,6;6,1;36,8;-32,1
1992;6,5;38,6;6,1;36,8;-32,1
1993;6,5;38,6;6,1;36,8;-32,1
1994;6,5;38,6;6,1;36,8;-32,1
1995;6,5;38,5;6,1;36,8;-32
1996;6,5;38,5;6,1;36,8;-32
1997;6,5;38,6;6,1;36,8;-32,1
1998;6,4;38,6;6,1;36,8;-32,2
1999;6,4;38,6;6,1;36,9;-32,2
2000;6,4;38,6;6;36,9;-32,2
2001;6,4;38,6;6;36,9;-32,2
2002;6,4;38,6;6;36,9;-32,2
2003;6,4;38,6;6;36,9;-32,2
2004;6,4;38,6;6;36,9;-32,2
2005;6,4;38,6;6;36,9;-32,2
2006;6,4;38,6;6;37;-32,2
2007;6,4;38,6;6,1;36,9;-32,2
2008;6,4;38,6;6,1;37;-32,2
2009;6,4;38,6;6,1;37;-32,2
2010;6,4;38,6;6,1;37;-32,2
2011;6,4;38,6;6,1;37;-32,2
2012;6,4;38,7;6,1;37;-32,3
2013;6,4;38,7;6,1;37;-32,3
2014;6,4;38,7;6,1;37;-32,3
2015;6,4;38,6;6,1;37;-32,2
2016;6,4;38,6;6,1;37,1;-32,2
2017;6,4;38,6;6,1;37,1;-32,2
2018;6,4;38,6;6,1;37,1;-32,2
2019;6,4;38,6;6,1;37,1;-32,2
2020;6,4;38,6;6,1;37,2;-32,2
2021;6,4;38,6;6,1;37,2;-32,2
2022;6,5;38,6;6,1;37,2;-32,1
2023;6,5;38,6;6,1;37,3;-32,1
2024;6,5;38,6;6,1;37,3;-32,1
2025;6,5;38,6;6,1;37,3;-32,1
2026;6,5;38,6;6,1;37,3;-32,1
2027;6,5;38,6;6,1;37,3;-32,1
2028;6,5;38,5;6,1;37,4;-32
2029;6,5;38,5;6,1;37,4;-32
2030;6,5;38,6;6,1;37,4;-32,1
2031;6,4;38,6;6,2;37,4;-32,2
2032;6,5;38,6;6,2;37,4;-32,1
2033;6,5;38,6;6,2;37,5;-32,1
2034;6,5;38,6;6,2;37,5;-32,1
2035;6,5;38,6;6,2;37,5;-32,1
2036;6,5;38,6;6,2;37,6;-32,1
2037;6,5;38,6;6,3;37,6;-32,1
2038;6,5;38,6;6,2;37,6;-32,1
2039;6,5;38,6;6,2;37,6;-32,1
2040;6,5;38,6;6,2;37,6;-32,1
2041;6,5;38,7;6,2;37,6;-32,2
2042;6,5;38,8;6,2;37,6;-32,3
2043;6,5;38,9;6,2;37,6;-32,4
2044;6,5;39;6,2;37,6;-32,5
2045;6,5;39,1;6,2;37,6;-32,6
2046;6,5;39,1;6,2;37,6;-32,6
2047;6,5;39,1;6,2;37,6;-32,6
2048;6,5;39,1;6,2;37,6;-32,6
2049;6,5;39,1;6,3;37,6;-32,6
2050;6,5;39,1;6,3;37,6;-32,6
2051;6,5;39,1;6,3;37,6;-32,6
2052;6,5;39,1;6,3;37,5;-32,6
2053;6,5;39,1;6,2;37,5;-32,6
2054;6,5;39,1;6,2;37,5;-32,6
2055;6,5;39,1;6,3;37,5;-32,6
2056;6,5;39,1;6,3;37,5;-32,6
2057;6,5;39,1;6,3;37,5;-32,6
2058;6,5;39,1;6,3;37,5;-32,6
2059;6,5;39,1;6,3;37,5;-32,6
2060;6,5;39,1;6,3;37,5;-32,6
2061;6,5;39,1;6,3;37,5;-32,6
2062;6,5;39,1;6,3;37,5;-32,6
2063;6,5;39,1;6,3;37,5;-32,6
2064;6,5;39,1;6,3;37,5;-32,6
2065;6,5;39,1;6,3;37,5;-32,6
2066;6,5;39,1;6,3;37,6;-32,6
2067;6,5;39,1;6,3;37,6;-32,6
2068;6,5;39,1;6,3;37,6;-32,6
2069;6,5;39,1;6,3;37,6;-32,6
2070;6,5;39,1;6,3;37,6;-32,6
2071;6,5;39,1;6,4;37,6;-32,6
2072;6,5;39,1;6,4;37,6;-32,6
2073;6,5;39,1;6,4;37,6;-32,6
2074;6,5;39,1;6,4;37,6;-32,6
2075;6,5;39,1;6,4;37,6;-32,6
2076;6,5;39,1;6,4;37,6;-32,6
2077;6,5;39,1;6,4;37,6;-32,6
2078;6,5;39,1;6,4;37,6;-32,6
2079;6,5;39,1;6,4;37,6;-32,6
2080;6,5;39,1;6,4;37,7;-32,6
2081;6,5;39,1;6,4;37,7;-32,6
2082;6,5;39,1;6,4;37,7;-32,6
2083;6,5;39,1;6,4;37,7;-32,6
2084;6,5;39,1;6,4;37,7;-32,6
2085;6,5;39,1;6,4;37,8;-32,6
2086;6,5;39,1;6,4;37,8;-32,6
2087;6,5;39,1;6,4;37,8;-32,6
2088;6,5;39,1;6,4;37,8;-32,6
2089;6,5;39,1;6,4;37,8;-32,6
2090;6,5;39,1;6,4;37,8;-32,6
2091;6,5;39,1;6,4;37,8;-32,6
2092;6,5;39,1;6,4;37,8;-32,6
2093;6,5;39,1;6,4;37,8;-32,6
2094;6,5;39,2;6,4;37,8;-32,7
2095;6,5;39,2;6,5;37,8;-32,7
2096;6,5;39,2;6,5;37,8;-32,7
2097;6,5;39,2;6,4;37,8;-32,7
2098;6,5;39,3;6,4;37,8;-32,8
2099;6,5;39,3;6,4;37,8;-32,8
2100;6,5;39,3;6,5;37,8;-32,8
2101;6,5;39,3;6,5;37,8;-32,8
2102;6,5;39,3;6,5;37,7;-32,8
2103;6,5;39,3;6,5;37,7;-32,8
2104;6,5;39,3;6,5;37,7;-32,8
2105;6,5;39,3;6,5;37,7;-32,8
2106;6,5;39,3;6,5;37,7;-32,8
2107;6,5;39,3;6,5;37,7;-32,8
2108;6,5;39,3;6,5;37,7;-32,8
2109;6,5;39,3;6,5;37,7;-32,8
2110;6,5;39,3;6,5;37,7;-32,8
2111;6,5;39,4;6,5;37,7;-32,9
2112;6,5;39,4;6,5;37,7;-32,9
2113;6,5;39,4;6,5;37,7;-32,9
2114;6,5;39,4;6,5;37,7;-32,9
2115;6,5;39,3;6,6;37,7;-32,8
2116;6,5;39,4;6,6;37,7;-32,9
2117;6,5;39,4;6,6;37,8;-32,9
2118;6,5;39,4;6,6;37,8;-32,9
2119;6,5;39,4;6,6;37,8;-32,9
2120;6,5;39,3;6,6;37,8;-32,8
2121;6,5;39,3;6,6;37,8;-32,8
2122;6,5;39,4;6,6;37,8;-32,9
2123;6,6;39,4;6,6;37,8;-32,8
2124;6,6;39,4;6,6;37,8;-32,8
2125;6,6;39,4;6,6;37,9;-32,8
2126;6,6;39,4;6,6;37,9;-32,8
2127;6,6;39,4;6,6;37,9;-32,8
2128;6,6;39,4;6,6;37,9;-32,8
2129;6,6;39,4;6,6;37,9;-32,8
2130;6,6;39,4;6,6;37,9;-32,8
2131;6,6;39,4;6,6;37,9;-32,8
2132;6,6;39,4;6,6;37,9;-32,8
2133;6,6;39,4;6,6;37,9;-32,8
2134;6,6;39,4;6,6;38;-32,8
2135;6,6;39,4;6,6;38;-32,8
2136;6,6;39,4;6,6;38;-32,8
2137;6,6;39,4;6,6;38;-32,8
2138;6,6;39,4;6,6;38;-32,8
2139;6,6;39,4;6,7;38;-32,8
2140;6,6;39,4;6,7;38;-32,8
2141;6,6;39,4;6,7;38,1;-32,8
2142;6,6;39,4;6,7;38,1;-32,8
2143;6,6;39,4;6,7;38,1;-32,8
2144;6,6;39,4;6,7;38,1;-32,8
2145;6,6;39,4;6,7;38,1;-32,8
2146;6,6;39,4;6,7;38,1;-32,8
2147;6,6;39,4;6,7;38,1;-32,8
2148;6,6;39,4;6,7;38,1;-32,8
2149;6,6;39,4;6,7;38,2;-32,8
2150;6,6;39,4;6,7;38,2;-32,8
2151;6,6;39,4;6,7;38,2;-32,8
2152;6,6;39,4;6,7;38,2;-32,8
2153;6,6;39,4;6,7;38,2;-32,8
2154;6,6;39,4;6,7;38,2;-32,8
2155;6,6;39,4;6,7;38,2;-32,8
2156;6,6;39,4;6,7;38,3;-32,8
2157;6,6;39,4;6,7;38,3;-32,8
2158;6,6;39,4;6,7;38,3;-32,8
2159;6,6;39,4;6,7;38,3;-32,8
2160;6,6;39,4;6,7;38,3;-32,8
2161;6,6;39,4;6,7;38,3;-32,8
2162;6,6;39,4;6,7;38,4;-32,8
2163;6,6;39,4;6,7;38,4;-32,8
2164;6,6;39,5;6,7;38,4;-32,9
2165;6,6;39,5;6,7;38,4;-32,9
2166;6,6;39,5;6,7;38,4;-32,9
2167;6,6;39,5;6,7;38,5;-32,9
2168;6,6;39,5;6,7;38,5;-32,9
2169;6,6;39,5;6,7;38,5;-32,9
2170;6,6;39,5;6,7;38,5;-32,9
2171;6,6;39,5;6,7;38,5;-32,9
2172;6,6;39,5;6,7;38,5;-32,9
2173;6,6;39,5;6,7;38,5;-32,9
2174;6,6;39,4;6,8;38,6;-32,8
2175;6,6;39,4;6,8;38,6;-32,8
2176;6,6;39,4;6,8;38,6;-32,8
2177;6,6;39,4;6,8;38,6;-32,8
2178;6,6;39,4;6,7;38,6;-32,8
2179;6,6;39,4;6,7;38,6;-32,8
2180;6,6;39,4;6,7;38,6;-32,8
2181;6,6;39,4;6,7;38,7;-32,8
2182;6,6;39,4;6,7;38,7;-32,8
2183;6,6;39,4;6,7;38,7;-32,8
2184;6,6;39,4;6,7;38,7;-32,8
2185;6,6;39,4;6,7;38,7;-32,8
2186;6,6;39,4;6,7;38,7;-32,8
2187;6,6;39,4;6,7;38,7;-32,8
2188;6,6;39,4;6,7;38,8;-32,8
2189;6,6;39,4;6,7;38,8;-32,8
2190;6,6;39,4;6,7;38,8;-32,8
2191;6,6;39,4;6,7;38,8;-32,8
2192;6,6;39,4;6,7;38,8;-32,8
2193;6,6;39,3;6,7;38,8;-32,7
2194;6,6;39,3;6,7;38,8;-32,7
2195;6,6;39,3;6,7;38,8;-32,7
2196;6,6;39,3;6,7;38,8;-32,7
2197;6,6;39,3;6,7;38,8;-32,7
2198;6,6;39,4;6,7;38,8;-32,8
2199;6,6;39,4;6,7;38,8;-32,8
2200;6,6;39,4;6,7;38,8;-32,8
2201;6,5;39,4;6,7;38,8;-32,9
2202;6,5;39,4;6,7;38,8;-32,9
2203;6,5;39,4;6,7;38,8;-32,9
2204;6,5;39,4;6,7;38,8;-32,9
2205;6,5;39,4;6,7;38,8;-32,9
2206;6,5;39,4;6,7;38,8;-32,9
2207;6,5;39,4;6,7;38,8;-32,9
2208;6,5;39,4;6,7;38,8;-32,9
2209;6,5;39,4;6,7;38,8;-32,9
2210;6,5;39,4;6,7;38,8;-32,9
2211;6,5;39,4;6,7;38,8;-32,9
2212;6,5;39,4;6,7;38,8;-32,9
2213;6,5;39,5;6,7;38,8;-33
2214;6,5;39,5;6,7;38,8;-33
2215;6,5;39,6;6,6;38,8;-33,1
2216;6,5;39,8;6,6;38,8;-33,3
2217;6,5;39,9;6,6;38,8;-33,4
2218;6,5;40;6,6;38,8;-33,5
2219;6,5;40;6,6;38,7;-33,5
2220;6,5;40;6,6;38,7;-33,5
2221;6,6;40;6,6;38,7;-33,4
2222;6,6;40;6,6;38,7;-33,4
2223;6,6;40;6,6;38,7;-33,4
2224;6,6;40;6,6;38,6;-33,4
2225;6,6;40;6,6;38,6;-33,4
2226;6,6;40;6,6;38,6;-33,4
2227;6,6;40;6,6;38,6;-33,4
2228;6,6;40;6,6;38,6;-33,4
2229;6,6;40;6,6;38,5;-33,4
2230;6,6;40;6,6;38,5;-33,4
2231;6,6;40;6,6;38,5;-33,4
2232;6,6;40;6,6;38,5;-33,4
2233;6,6;40;6,6;38,5;-33,4
2234;6,7;40;6,6;38,5;-33,3
2235;6,7;40;6,6;38,5;-33,3
2236;6,7;40;6,6;38,5;-33,3
2237;6,7;40;6,6;38,5;-33,3
2238;6,7;40,1;6,6;38,5;-33,4
2239;6,7;40,1;6,6;38,5;-33,4
2240;6,6;40,1;6,6;38,5;-33,5
2241;6,6;40,1;6,6;38,5;-33,5
2242;6,6;40,1;6,6;38,5;-33,5
2243;6,6;40,1;6,6;38,5;-33,5
2244;6,6;40,1;6,6;38,5;-33,5
2245;6,6;40,1;6,6;38,5;-33,5
2246;6,6;40,1;6,6;38,5;-33,5
2247;6,6;40,1;6,6;38,5;-33,5
2248;6,6;40,1;6,6;38,5;-33,5
2249;6,6;40,1;6,6;38,5;-33,5
2250;6,6;40,1;6,6;38,5;-33,5
2251;6,6;40,1;6,6;38,5;-33,5
2252;6,6;40,1;6,6;38,6;-33,5
2253;6,6;40,1;6,6;38,6;-33,5
2254;6,6;40,1;6,6;38,6;-33,5
2255;6,6;40,1;6,6;38,6;-33,5
2256;6,6;40,1;6,6;38,6;-33,5
2257;6,6;40,1;6,6;38,6;-33,5
2258;6,6;40,1;6,6;38,6;-33,5
2259;6,6;40,1;6,6;38,6;-33,5
2260;6,6;40,1;6,6;38,7;-33,5
2261;6,6;40,1;6,6;38,7;-33,5
2262;6,6;40,1;6,6;38,7;-33,5
2263;6,6;40,1;6,6;38,7;-33,5
2264;6,6;40,1;6,6;38,7;-33,5
2265;6,6;40,1;6,6;38,7;-33,5
2266;6,6;40,1;6,6;38,7;-33,5
2267;6,6;40,1;6,6;38,7;-33,5
2268;6,6;40,1;6,6;38,7;-33,5
2269;6,6;40,1;6,6;38,7;-33,5
2270;6,6;40,2;6,6;38,7;-33,6
2271;6,6;40,1;6,6;38,7;-33,5
2272;6,6;40,1;6,6;38,7;-33,5
2273;6,6;40,1;6,6;38,8;-33,5
2274;6,6;40,1;6,6;38,8;-33,5
2275;6,6;40,2;6,6;38,8;-33,6
2276;6,6;40,2;6,6;38,8;-33,6
2277;6,6;40,2;6,6;38,9;-33,6
2278;6,6;40,2;6,6;38,9;-33,6
2279;6,6;40,2;6,6;38,9;-33,6
2280;6,6;40,2;6,6;38,9;-33,6
2281;6,6;40,2;6,6;38,9;-33,6
2282;6,6;40,1;6,6;38,9;-33,5
2283;6,6;40,1;6,6;39;-33,5
2284;6,6;40,1;6,6;39;-33,5
2285;6,6;40,1;6,6;39;-33,5
2286;6,6;40,1;6,6;39;-33,5
2287;6,6;40,2;6,6;39;-33,6
2288;6,6;40,2;6,6;39;-33,6
2289;6,6;40,2;6,6;39;-33,6
2290;6,6;40,2;6,6;39,1;-33,6
2291;6,6;40,2;6,6;39,1;-33,6
2292;6,6;40,2;6,6;39,1;-33,6
2293;6,6;40,2;6,6;39;-33,6
2294;6,6;40,2;6,6;39;-33,6
2295;6,6;40,2;6,6;39;-33,6
2296;6,6;40,2;6,6;39;-33,6
2297;6,6;40,2;6,6;39;-33,6
2298;6,6;40,3;6,6;39;-33,7
2299;6,6;40,3;6,6;39;-33,7
2300;6,6;40,3;6,6;39;-33,7
2301;6,6;40,3;6,6;39;-33,7
2302;6,6;40,3;6,6;39;-33,7
2303;6,6;40,3;6,6;39;-33,7
2304;6,6;40,3;6,6;39;-33,7
2305;6,6;40,4;6,6;39;-33,8
2306;6,6;40,5;6,6;39;-33,9
2307;6,6;40,5;6,6;39;-33,9
2308;6,6;40,5;6,6;39;-33,9
2309;6,6;40,5;6,6;39;-33,9
2310;6,6;40,5;6,6;39;-33,9
2311;6,6;40,5;6,6;39;-33,9
2312;6,6;40,5;6,6;39;-33,9
2313;6,6;40,5;6,6;39;-33,9
2314;6,6;40,5;6,6;39;-33,9
2315;6,6;40,5;6,6;39;-33,9
2316;6,6;40,5;6,6;39;-33,9
2317;6,6;40,5;6,6;38,9;-33,9
2318;6,6;40,5;6,6;38,9;-33,9
2319;6,6;40,5;6,6;38,9;-33,9
2320;6,6;40,5;6,6;38,9;-33,9
2321;6,6;40,5;6,7;38,9;-33,9
2322;6,6;40,5;6,7;38,9;-33,9
2323;6,6;40,5;6,7;38,9;-33,9
2324;6,6;40,6;6,7;38,9;-34
2325;6,6;40,6;6,7;38,9;-34
2326;6,6;40,6;6,7;38,9;-34
2327;6,6;40,6;6,7;38,9;-34
2328;6,6;40,6;6,7;38,9;-34
2329;6,6;40,6;6,7;38,9;-34
2330;6,6;40,6;6,7;38,9;-34
2331;6,6;40,6;6,7;38,9;-34
2332;6,6;40,6;6,7;38,9;-34
2333;6,6;40,6;6,7;38,9;-34
2334;6,6;40,6;6,7;38,9;-34
2335;6,6;40,6;6,7;38,9;-34
2336;6,6;40,6;6,7;39;-34
2337;6,6;40,6;6,7;39;-34
2338;6,6;40,6;6,7;39;-34
2339;6,6;40,6;6,7;39;-34
2340;6,6;40,7;6,7;39;-34,1
2341;6,6;40,7;6,7;39;-34,1
2342;6,6;40,7;6,7;39;-34,1
2343;6,6;40,7;6,7;39;-34,1
2344;6,6;40,7;6,7;39;-34,1
2345;6,6;40,7;6,7;39;-34,1
2346;6,6;40,7;6,7;39;-34,1
2347;6,6;40,7;6,7;39,1;-34,1
2348;6,6;40,7;6,7;39;-34,1
2349;6,6;40,7;6,7;39;-34,1
2350;6,6;40,7;6,7;39;-34,1
2351;6,6;40,7;6,7;39;-34,1
2352;6,6;40,7;6,7;39;-34,1
2353;6,6;40,7;6,7;39;-34,1
2354;6,6;40,7;6,7;39;-34,1
2355;6,6;40,7;6,7;39,1;-34,1
2356;6,6;40,7;6,7;39,1;-34,1
2357;6,6;40,7;6,7;39,1;-34,1
2358;6,6;40,7;6,7;39,1;-34,1
2359;6,6;40,7;6,7;39,1;-34,1
2360;6,6;40,7;6,7;39,1;-34,1
2361;6,6;40,7;6,7;39,1;-34,1
2362;6,6;40,7;6,7;39,2;-34,1
2363;6,6;40,7;6,7;39,2;-34,1
2364;6,6;40,7;6,8;39,2;-34,1
2365;6,6;40,7;6,8;39,2;-34,1
2366;6,6;40,7;6,8;39,2;-34,1
2367;6,6;40,7;6,8;39,2;-34,1
2368;6,6;40,7;6,8;39,2;-34,1
2369;6,6;40,7;6,8;39,2;-34,1
2370;6,6;40,7;6,8;39,2;-34,1
2371;6,6;40,7;6,8;39,2;-34,1
2372;6,6;40,7;6,8;39,3;-34,1
2373;6,6;40,6;6,8;39,3;-34
2374;6,6;40,6;6,8;39,4;-34
2375;6,6;40,6;6,8;39,4;-34
2376;6,6;40,6;6,8;39,4;-34
2377;6,6;40,7;6,8;39,4;-34,1
2378;6,6;40,7;6,8;39,4;-34,1
2379;6,6;40,7;6,8;39,4;-34,1
2380;6,6;40,7;6,8;39,4;-34,1
2381;6,6;40,7;6,8;39,4;-34,1
2382;6,6;40,7;6,8;39,4;-34,1
2383;6,6;40,7;6,8;39,4;-34,1
2384;6,6;40,7;6,8;39,4;-34,1
2385;6,6;40,7;6,8;39,4;-34,1
2386;6,6;40,7;6,8;39,5;-34,1
2387;6,6;40,7;6,8;39,5;-34,1
2388;6,6;40,7;6,8;39,5;-34,1
2389;6,6;40,7;6,8;39,5;-34,1
2390;6,6;40,8;6,8;39,5;-34,2
2391;6,6;40,7;6,8;39,5;-34,1
2392;6,6;40,7;6,8;39,5;-34,1
2393;6,6;40,6;6,8;39,5;-34
2394;6,6;40,7;6,8;39,6;-34,1
2395;6,6;40,7;6,8;39,6;-34,1
2396;6,6;40,7;6,8;39,6;-34,1
2397;6,6;40,6;6,8;39,6;-34
2398;6,6;40,6;6,8;39,6;-34
2399;6,6;40,6;6,8;39,6;-34
2400;6,6;40,6;6,8;39,6;-34
2401;6,6;40,6;6,8;39,6;-34
2402;6,6;40,6;6,8;39,6;-34
2403;6,6;40,6;6,8;39,6;-34
2404;6,6;40,6;6,8;39,6;-34
2405;6,6;40,6;6,8;39,7;-34
2406;6,6;40,6;6,8;39,7;-34
2407;6,6;40,6;6,8;39,7;-34
2408;6,6;40,6;6,8;39,7;-34
2409;6,7;40,6;6,8;39,7;-33,9
2410;6,7;40,6;6,8;39,7;-33,9
2411;6,7;40,6;6,8;39,7;-33,9
2412;6,7;40,6;6,8;39,7;-33,9
2413;6,7;40,6;6,8;39,7;-33,9
2414;6,7;40,6;6,8;39,7;-33,9
2415;6,7;40,6;6,7;39,8;-33,9
2416;6,7;40,6;6,7;39,8;-33,9
2417;6,7;40,6;6,7;39,8;-33,9
2418;6,7;40,6;6,7;39,8;-33,9
2419;6,7;40,6;6,7;39,8;-33,9
2420;6,7;40,6;6,7;39,8;-33,9
2421;6,7;40,6;6,7;39,8;-33,9
2422;6,7;40,6;6,7;39,8;-33,9
2423;6,7;40,6;6,7;39,8;-33,9
2424;6,7;40,6;6,7;39,8;-33,9
2425;6,7;40,6;6,7;39,8;-33,9
2426;6,7;40,6;6,7;39,8;-33,9
2427;6,7;40,6;6,7;39,8;-33,9
2428;6,7;40,6;6,7;39,8;-33,9
2429;6,7;40,6;6,6;39,8;-33,9
2430;6,7;40,7;6,6;39,8;-34
2431;6,7;40,7;6,6;39,8;-34
2432;6,7;40,7;6,6;39,8;-34
2433;6,7;40,7;6,6;39,8;-34
2434;6,7;40,7;6,6;39,8;-34
2435;6,7;40,7;6,6;39,9;-34
2436;6,7;40,7;6,6;39,8;-34
2437;6,7;40,7;6,6;39,9;-34
2438;6,7;40,7;6,6;39,9;-34
2439;6,7;40,7;6,6;39,9;-34
2440;6,7;40,7;6,6;39,9;-34
2441;6,7;40,7;6,6;39,9;-34
2442;6,7;40,7;6,6;39,9;-34
2443;6,7;40,8;6,6;39,9;-34,1
2444;6,7;40,7;6,6;39,9;-34
2445;6,7;40,7;6,6;39,9;-34
2446;6,8;40,7;6,6;39,9;-33,9
2447;6,8;40,8;6,6;39,9;-34
2448;6,8;40,8;6,6;39,9;-34
2449;6,8;40,8;6,6;39,9;-34
2450;6,9;40,8;6,6;39,9;-33,9
2451;6,9;40,8;6,6;39,9;-33,9
2452;6,9;40,7;6,6;39,9;-33,8
2453;6,9;40,7;6,6;39,9;-33,8
2454;6,9;40,7;6,6;39,9;-33,8
2455;6,9;40,8;6,6;39,9;-33,9
2456;6,9;40,8;6,6;39,9;-33,9
2457;6,9;40,8;6,6;39,9;-33,9
2458;6,9;40,8;6,6;39,9;-33,9
2459;6,9;40,8;6,6;39,9;-33,9
2460;6,9;40,8;6,6;39,9;-33,9
2461;6,9;40,8;6,6;39,9;-33,9
2462;6,9;40,8;6,6;40;-33,9
2463;6,9;40,8;6,6;40;-33,9
2464;6,9;40,8;6,6;40;-33,9
2465;6,8;40,9;6,6;40;-34,1
2466;6,8;40,8;6,6;40;-34
2467;6,8;40,9;6,6;40;-34,1
2468;6,8;41,2;6,6;40;-34,4
2469;6,8;41,3;6,6;40;-34,5
2470;6,9;41,3;6,5;39,9;-34,4
