Zeit t / s;Spannung U_B1 / V;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s;Relais R_1;Spannung U_A / V;Spannungsquelle S_1
23,1;0;27;231;12,8135855310563;204,430520454551;0;1,1640625;1
23,2;0;34;232;12,8692851995965;204,430520454551;0;1,1640625;1
23,301;0;40;233;12,9249848681366;204,430520454551;0;1,1640625;1
23,4;0;33;234;12,9806845366768;204,430520454551;0;1,1640625;1
23,501;0;39;235;13,0363842052169;218,579550252049;0;1,1640625;1
23,601;0;52;236;13,092083873757;218,579550252049;0;1,1640625;1
23,701;0;33;237;13,1477835422972;218,579550252049;0;1,1640625;1
23,8;0;54;238;13,2034832108373;218,579550252049;0;1,1640625;1
23,9;0;37;239;13,2591828793774;218,579550252049;0;1,1640625;1
24;0;45;240;13,3148825479176;218,579550252049;0;1,1640625;1
24,1;0;52;241;13,3705822164577;218,579550252049;0;1,1640625;1
24,201;0;53;242;13,4262818849978;218,579550252049;0;1,1640625;1
24,3;0;59;243;13,481981553538;218,579550252049;0;1,1640625;1
24,401;0;62;244;13,5376812220781;218,579550252049;0;1,1640625;1
24,501;0;65;245;13,5933808906182;200,051873450786;0;1,1640625;1
24,6;0;62;246;13,6490805591584;200,051873450786;0;1,1640625;1
24,701;0;47;247;13,7047802276985;200,051873450786;0;1,1640625;1
24,8;0;50;248;13,7604798962387;200,051873450786;0;1,1640625;1
24,9;0;67;249;13,8161795647788;200,051873450786;0;1,1640625;1
25;0;55;250;13,8718792333189;200,051873450786;0;1,1640625;1
25,1;0;54;251;13,9275789018591;200,051873450786;0;1,1640625;1
25,2;0;66;252;13,9832785703992;200,051873450786;0;1,1640625;1
25,299;0;67;253;14,0389782389393;200,051873450786;0;1,1640625;1
25,4;0;78;254;14,0946779074795;200,051873450786;0;1,1640625;1
25,5;0;55;255;14,1503775760196;207,451060841588;0;1,1640625;1
25,6;0;72;256;14,2060772445597;207,451060841588;0;1,1640625;1
25,7;0;66;257;14,2617769130999;207,451060841588;0;1,1640625;1
25,8;0;71;258;14,31747658164;207,451060841588;0;1,1640625;1
25,901;0;70;259;14,3731762501801;207,451060841588;0;1,1640625;1
26;0;60;260;14,4288759187203;207,451060841588;0;1,1640625;1
26,1;0;84;261;14,4845755872604;207,451060841588;0;1,1640625;1
26,2;0;79;262;14,5402752558005;207,451060841588;0;1,1640625;1
26,301;0;74;263;14,5959749243407;207,451060841588;0;1,1640625;1
26,4;0;86;264;14,6516745928808;240,874358380641;0;1,1640625;1
